wrong 	spelling 	7.5secs 	ninety 	n_____ 	!= 	_nnety 	RunAve=runAve spelling: 0/1  0% 7.5secs 	Tue Jan 12 2021 21:58:42 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	informal:1 	i_______ 	== 	_nformal 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Wed Jan 20 2021 22:41:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	cape:1 	c___ 	== 	_ape 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Wed Jan 20 2021 22:41:55 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.4secs 	rave:1 	r___ 	!= 	_aive 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 22:42:14 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	rave:3decreasing 	rav_ 	== 	___e 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 22:42:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	rave:2decreasing 	ra__ 	== 	__ve 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 22:42:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	rave:1decreasing 	r___ 	== 	_ave 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 22:43:16 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	brave:1 	b____ 	== 	_rave 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 22:43:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	pave:1 	p___ 	== 	_ave 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:44:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	gave:1 	g___ 	== 	_ave 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:44:56 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	rave:1 	r___ 	== 	_ave 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 22:45:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	an:1 	a_ 	== 	_n 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:45:36 GMT-0600 (Central Standard Time)
correct 	spelling 	3.8secs 	angular:1 	a______ 	== 	_ngular 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 22:45:58 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	feed:1 	f___ 	== 	_eed 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 22:46:16 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	detest:2 	de____ 	== 	__test 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:46:56 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	tamper:1 	t_____ 	== 	_amper 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:47:16 GMT-0600 (Central Standard Time)
correct 	spelling 	5.3secs 	branch:3 	bra___ 	== 	___nch 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 22:47:39 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	lap:1 	l__ 	== 	_ap 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:47:55 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	nurse:2 	nu___ 	== 	__rse 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 22:48:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	vocal:1 	v____ 	== 	_ocal 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 22:48:35 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	express:4 	expr___ 	== 	____ess 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 22:48:56 GMT-0600 (Central Standard Time)
correct 	spelling 	4.7secs 	bicker:2 	bi____ 	== 	__cker 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 22:49:19 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	will:1 	w___ 	== 	_ill 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 22:49:36 GMT-0600 (Central Standard Time)
correct 	spelling 	5.3secs 	wealth:1 	w_____ 	== 	_ealth 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 22:49:59 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	tap:1 	t__ 	== 	_ap 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 22:50:16 GMT-0600 (Central Standard Time)
correct 	spelling 	5.4secs 	decree:3 	dec___ 	== 	___ree 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:50:39 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	stop:1 	s___ 	== 	_top 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:50:56 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	in:1 	i_ 	== 	_n 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:51:17 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.5secs 	are:1 	a__ 	!= 	_ure 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 22:51:34 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	are:2decreasing 	ar_ 	== 	__e 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:51:55 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	are:1decreasing 	a__ 	== 	_re 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:52:16 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	are:1 	a__ 	== 	_re 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:52:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	marble:1 	m_____ 	== 	_arble 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:52:56 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	slush:1 	s____ 	== 	_lush 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:53:16 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	next:1 	n___ 	== 	_ext 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:53:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	emulate:4 	emul___ 	== 	____ate 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 22:53:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	mix:1 	m__ 	== 	_ix 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:54:16 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	glide:1 	g____ 	== 	_lide 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 22:54:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	room:1 	r___ 	== 	_oom 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 22:54:57 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	shrine:1 	s_____ 	== 	_hrine 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 22:55:16 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	full:1 	f___ 	== 	_ull 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:55:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	leap:1 	l___ 	== 	_eap 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 22:55:56 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	bag:1 	b__ 	== 	_ag 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 22:56:16 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	stuck:2 	st___ 	== 	__uck 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 22:56:37 GMT-0600 (Central Standard Time)
correct 	spelling 	6.7secs 	heavy:1 	h____ 	== 	_eavy 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 22:57:01 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	clot:1 	c___ 	== 	_lot 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:57:36 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	camp:1 	c___ 	== 	_amp 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 22:57:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	clot:1 	c___ 	== 	_lot 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 22:58:16 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	finish:1 	f_____ 	== 	_inish 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 22:58:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	button:3 	but___ 	== 	___ton 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 22:58:57 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	enlist:1 	e_____ 	== 	_nlist 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 22:59:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	let:1 	l__ 	== 	_et 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 22:59:55 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	roast:2 	ro___ 	== 	__ast 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:00:18 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	later:1 	l____ 	== 	_ater 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Wed Jan 20 2021 23:00:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	truth:1 	t____ 	== 	_ruth 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Wed Jan 20 2021 23:00:56 GMT-0600 (Central Standard Time)
correct 	spelling 	5.0secs 	expert:1 	e_____ 	== 	_xpert 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:01:19 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	form:1 	f___ 	== 	_orm 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:01:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	ethics:1 	e_____ 	== 	_thics 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:01:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	worm:1 	w___ 	== 	_orm 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:02:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	thorn:1 	t____ 	== 	_horn 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:02:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	cart:1 	c___ 	== 	_art 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:02:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	switch:1 	s_____ 	== 	_witch 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:03:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	witch:1 	w____ 	== 	_itch 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:03:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	shot:1 	s___ 	== 	_hot 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:03:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	cherry:1 	c_____ 	== 	_herry 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:04:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	abuse:1 	a____ 	== 	_buse 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:04:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	size:1 	s___ 	== 	_ize 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:04:57 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	banish:1 	b_____ 	== 	_anish 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:05:16 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	moment:2 	mo____ 	== 	__ment 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 23:05:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	tight:1 	t____ 	== 	_ight 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Wed Jan 20 2021 23:05:57 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.0secs 	swift:1 	s____ 	!= 	_wiift 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 23:06:16 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	swift:4decreasing 	swif_ 	== 	____t 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:06:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	swift:3decreasing 	swi__ 	== 	___ft 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 23:06:57 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	swift:2decreasing 	sw___ 	== 	__ift 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 23:07:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	swift:1decreasing 	s____ 	== 	_wift 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:07:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	wit:1 	w__ 	== 	_it 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:07:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	twig:1 	t___ 	== 	_wig 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:08:17 GMT-0600 (Central Standard Time)
correct 	spelling 	10.0secs 	twist:1 	t____ 	== 	_wist 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 23:08:44 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	swift:1 	s____ 	== 	_wift 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 23:08:58 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	spoil:2 	sp___ 	== 	__oil 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 23:09:38 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	plump:1 	p____ 	== 	_lump 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 23:09:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	alive:1 	a____ 	== 	_live 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 23:10:16 GMT-0600 (Central Standard Time)
correct 	spelling 	7.5secs 	twig:1 	t___ 	== 	_wig 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 23:10:42 GMT-0600 (Central Standard Time)
correct 	spelling 	19.8secs 	steeple:1 	s______ 	== 	_teeple 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 23:11:14 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	dark:1 	d___ 	== 	_ark 	RunAve=runAve spelling: 24/25 96% 3.6secs 	Wed Jan 20 2021 23:11:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	eat:1 	e__ 	== 	_at 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 23:11:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	rope:1 	r___ 	== 	_ope 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 23:11:56 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	flank:2 	fl___ 	== 	__ank 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 23:12:18 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	lunch:2 	lu___ 	== 	__nch 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 23:12:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	stall:1 	s____ 	== 	_tall 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 23:12:57 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	grovel:1 	g_____ 	== 	_rovel 	RunAve=runAve spelling: 24/25 96% 3.6secs 	Wed Jan 20 2021 23:13:18 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	hatchet:1 	h______ 	== 	_atchet 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 23:13:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	picket:3 	pic___ 	== 	___ket 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 23:13:57 GMT-0600 (Central Standard Time)
correct 	spelling 	3.9secs 	rumble:3 	rum___ 	== 	___ble 	RunAve=runAve spelling: 24/25 96% 3.6secs 	Wed Jan 20 2021 23:14:19 GMT-0600 (Central Standard Time)
correct 	spelling 	5.1secs 	steeple:2 	st_____ 	== 	__eeple 	RunAve=runAve spelling: 24/25 96% 3.7secs 	Wed Jan 20 2021 23:14:40 GMT-0600 (Central Standard Time)
correct 	spelling 	5.0secs 	remark:1 	r_____ 	== 	_emark 	RunAve=runAve spelling: 25/25 100% 3.8secs 	Wed Jan 20 2021 23:15:00 GMT-0600 (Central Standard Time)
correct 	spelling 	5.2secs 	baste:2 	ba___ 	== 	__ste 	RunAve=runAve spelling: 25/25 100% 3.9secs 	Wed Jan 20 2021 23:15:20 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	dark:1 	d___ 	== 	_ark 	RunAve=runAve spelling: 25/25 100% 3.9secs 	Wed Jan 20 2021 23:15:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	mound:1 	m____ 	== 	_ound 	RunAve=runAve spelling: 25/25 100% 3.9secs 	Wed Jan 20 2021 23:15:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	spawn:1 	s____ 	== 	_pawn 	RunAve=runAve spelling: 25/25 100% 3.9secs 	Wed Jan 20 2021 23:16:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	eleven:1 	e_____ 	== 	_leven 	RunAve=runAve spelling: 25/25 100% 3.9secs 	Wed Jan 20 2021 23:16:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	choice:2 	ch____ 	== 	__oice 	RunAve=runAve spelling: 25/25 100% 3.9secs 	Wed Jan 20 2021 23:16:57 GMT-0600 (Central Standard Time)
correct 	spelling 	5.7secs 	amount:2 	am____ 	== 	__ount 	RunAve=runAve spelling: 25/25 100% 3.7secs 	Wed Jan 20 2021 23:17:20 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.4secs 	heavily:1 	h______ 	!= 	_eavilly 	RunAve=runAve spelling: 24/25 96% 3.7secs 	Wed Jan 20 2021 23:17:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	heavily:6decreasing 	heavil_ 	== 	______y 	RunAve=runAve spelling: 24/25 96% 3.6secs 	Wed Jan 20 2021 23:17:56 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	heavily:5decreasing 	heavi__ 	== 	_____ly 	RunAve=runAve spelling: 24/25 96% 3.6secs 	Wed Jan 20 2021 23:18:16 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	heavily:4decreasing 	heav___ 	== 	____ily 	RunAve=runAve spelling: 24/25 96% 3.6secs 	Wed Jan 20 2021 23:18:38 GMT-0600 (Central Standard Time)
correct 	spelling 	5.1secs 	heavily:3decreasing 	hea____ 	== 	___vily 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 23:19:00 GMT-0600 (Central Standard Time)
correct 	spelling 	6.0secs 	heavily:2decreasing 	he_____ 	== 	__avily 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Wed Jan 20 2021 23:19:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	heavily:1decreasing 	h______ 	== 	_eavily 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Wed Jan 20 2021 23:19:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.9secs 	heavy:1 	h____ 	== 	_eavy 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Wed Jan 20 2021 23:19:59 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	health:1 	h_____ 	== 	_ealth 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Wed Jan 20 2021 23:20:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	head:1 	h___ 	== 	_ead 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Wed Jan 20 2021 23:20:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.6secs 	heavily:1 	h______ 	== 	_eavily 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Wed Jan 20 2021 23:20:58 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	lump:1 	l___ 	== 	_ump 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Wed Jan 20 2021 23:21:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	delicate:2 	de______ 	== 	__licate 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Wed Jan 20 2021 23:21:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	park:1 	p___ 	== 	_ark 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Wed Jan 20 2021 23:21:58 GMT-0600 (Central Standard Time)
correct 	spelling 	4.1secs 	send:1 	s___ 	== 	_end 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Wed Jan 20 2021 23:22:19 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	flout:1 	f____ 	== 	_lout 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Wed Jan 20 2021 23:22:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	herb:1 	h___ 	== 	_erb 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Wed Jan 20 2021 23:22:56 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	delivery:5 	deliv___ 	== 	_____ery 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Wed Jan 20 2021 23:23:18 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	fang:1 	f___ 	== 	_ang 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 23:23:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	dress:2 	dr___ 	== 	__ess 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 23:23:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	choice:1 	c_____ 	== 	_hoice 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 23:24:16 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	deck:1 	d___ 	== 	_eck 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Wed Jan 20 2021 23:24:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	death:1 	d____ 	== 	_eath 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 23:24:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	jam:1 	j__ 	== 	_am 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Wed Jan 20 2021 23:25:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	clothe:1 	c_____ 	== 	_lothe 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 23:26:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	gain:1 	g___ 	== 	_ain 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Wed Jan 20 2021 23:26:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	tickle:1 	t_____ 	== 	_ickle 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Wed Jan 20 2021 23:27:17 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	devastate:3 	dev______ 	== 	___astate 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Wed Jan 20 2021 23:27:38 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.4secs 	cat:1 	c__ 	!= 	_aat 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 23:27:55 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	cat:2decreasing 	ca_ 	== 	__t 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 23:28:17 GMT-0600 (Central Standard Time)
correct 	spelling 	3.9secs 	cat:1decreasing 	c__ 	== 	_at 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 23:28:39 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	cap:1 	c__ 	== 	_ap 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 23:28:57 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	camp:1 	c___ 	== 	_amp 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:29:18 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	can:1 	c__ 	== 	_an 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:29:38 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	cat:1 	c__ 	== 	_at 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:29:57 GMT-0600 (Central Standard Time)
correct 	spelling 	3.8secs 	bush:1 	b___ 	== 	_ush 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:30:19 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	in:1 	i_ 	== 	_n 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:30:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	chant:2 	ch___ 	== 	__ant 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 23:30:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	cracker:1 	c______ 	== 	_racker 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Wed Jan 20 2021 23:31:17 GMT-0600 (Central Standard Time)
